"SECTOR","STATE","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb - Comm/Institutional - Coal","KY","Nitrogen Oxides","CAP","251.8240475","TON"
"Fuel Comb - Electric Generation - Natural Gas","AK","Sulfur Dioxide","CAP","251.67","TON"
"Fires - Wildfires","PA","Nitrogen Oxides","CAP","251.637509","TON"
"Industrial Processes - Ferrous Metals","VA","Nitrogen Oxides","CAP","251.336033","TON"
"Fuel Comb - Comm/Institutional - Oil","VT","Sulfur Dioxide","CAP","251.3184602","TON"
"Industrial Processes - Petroleum Refineries","CO","PM2.5 Primary (Filt + Cond)","CAP","250.993531","TON"
"Fuel Comb - Comm/Institutional - Other","SC","Carbon Monoxide","CAP","250.966043","TON"
"Fires - Wildfires","UT","Sulfur Dioxide","CAP","250.706019","TON"
"Waste Disposal","NJ","PM2.5 Primary (Filt + Cond)","CAP","250.70450391","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","AK","Volatile Organic Compounds","CAP","250.702918583964","TON"
"Mobile - Commercial Marine Vessels","IA","Carbon Monoxide","CAP","250.53477377","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MO","PM10 Primary (Filt + Cond)","CAP","250.4406217","TON"
"Fuel Comb - Residential - Natural Gas","ND","Carbon Monoxide","CAP","250.10000627","TON"
"Mobile - Non-Road Equipment - Other","KY","Volatile Organic Compounds","CAP","250.06239013983710005299908736","TON"
"Mobile - Locomotives","AK","Carbon Monoxide","CAP","250.04268","TON"
"Fuel Comb - Electric Generation - Coal","CA","Carbon Monoxide","CAP","249.77981162","TON"
"Fuel Comb - Residential - Oil","WA","Nitrogen Oxides","CAP","249.399259572","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MI","PM10 Primary (Filt + Cond)","CAP","249.31969477","TON"
"Industrial Processes - NEC","NJ","Sulfur Dioxide","CAP","249.2009","TON"
"Fuel Comb - Electric Generation - Coal","NV","PM2.5 Primary (Filt + Cond)","CAP","249.18","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","OR","Volatile Organic Compounds","CAP","249.0290092532","TON"
"Mobile - Commercial Marine Vessels","DE","PM10 Primary (Filt + Cond)","CAP","248.87990765609","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","IN","PM10 Primary (Filt + Cond)","CAP","248.4503256","TON"
"Fuel Comb - Electric Generation - Natural Gas","OK","Volatile Organic Compounds","CAP","248.408","TON"
"Solvent - Industrial Surface Coating & Solvent Use","KS","PM2.5 Primary (Filt + Cond)","CAP","248.37936183","TON"
"Fuel Comb - Residential - Other","NH","Carbon Monoxide","CAP","248.35","TON"
"Industrial Processes - Ferrous Metals","SC","Volatile Organic Compounds","CAP","248.0797","TON"
"Mobile - Locomotives","DE","Nitrogen Oxides","CAP","247.755161","TON"
"Mobile - Aircraft","IL","PM2.5 Primary (Filt + Cond)","CAP","247.5571432796","TON"
"Solvent - Industrial Surface Coating & Solvent Use","NC","Nitrogen Oxides","CAP","247.543564","TON"
"Mobile - Locomotives","ID","PM10 Primary (Filt + Cond)","CAP","247.4783296","TON"
"Industrial Processes - Chemical Manuf","UT","Nitrogen Oxides","CAP","247.3342","TON"
"Industrial Processes - Non-ferrous Metals","TN","Sulfur Dioxide","CAP","247.167027","TON"
"Mobile - Aircraft","LA","Sulfur Dioxide","CAP","246.8049220194","TON"
"Fuel Comb - Electric Generation - Coal","UT","Volatile Organic Compounds","CAP","246.7311","TON"
"Dust - Construction Dust","PR","PM2.5 Primary (Filt + Cond)","CAP","246.55909991","TON"
"Waste Disposal","AK","Sulfur Dioxide","CAP","246.48476956","TON"
"Mobile - Commercial Marine Vessels","SC","PM2.5 Primary (Filt + Cond)","CAP","246.31219765441","TON"
"Industrial Processes - Pulp & Paper","AR","Ammonia","CAP","246.161858","TON"
"Fuel Comb - Residential - Natural Gas","ID","Ammonia","CAP","246.15992706","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","IN","Nitrogen Oxides","CAP","246.106378675","TON"
"Fuel Comb - Electric Generation - Natural Gas","VA","Ammonia","CAP","246.0880155","TON"
"Industrial Processes - Pulp & Paper","NY","Volatile Organic Compounds","CAP","245.9989985","TON"
"Fires - Prescribed Fires","NJ","Sulfur Dioxide","CAP","245.89242575","TON"
"Industrial Processes - Non-ferrous Metals","TN","Carbon Monoxide","CAP","245.85515","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","AR","PM10 Primary (Filt + Cond)","CAP","245.7950429099","TON"
"Miscellaneous Non-Industrial NEC","LA","PM10 Primary (Filt + Cond)","CAP","245.64557398","TON"
"Mobile - Aircraft","OH","PM2.5 Primary (Filt + Cond)","CAP","245.4966276912","TON"
"Industrial Processes - Chemical Manuf","OR","Nitrogen Oxides","CAP","245.49","TON"
"Miscellaneous Non-Industrial NEC","KY","PM10 Primary (Filt + Cond)","CAP","245.015105284","TON"
"Mobile - Non-Road Equipment - Other","DC","Carbon Monoxide","CAP","245.0038376","TON"
"Fuel Comb - Residential - Oil","WV","Sulfur Dioxide","CAP","244.8648764","TON"
"Fires - Wildfires","NE","Nitrogen Oxides","CAP","244.779704","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","WI","Volatile Organic Compounds","CAP","244.605103385","TON"
"Fuel Comb - Electric Generation - Coal","PR","Sulfur Dioxide","CAP","244.6","TON"
"Industrial Processes - Oil & Gas Production","AL","PM10 Primary (Filt + Cond)","CAP","244.588605714","TON"
"Industrial Processes - Pulp & Paper","WA","Ammonia","CAP","244.53","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","OK","Carbon Monoxide","CAP","244.4998456171","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","AR","PM2.5 Primary (Filt + Cond)","CAP","244.296506962462","TON"
"Fuel Comb - Residential - Natural Gas","MD","Volatile Organic Compounds","CAP","244.2654468","TON"
"Mobile - Aircraft","LA","PM10 Primary (Filt + Cond)","CAP","244.007792086","TON"
"Fuel Comb - Comm/Institutional - Other","MN","Carbon Monoxide","CAP","243.87044775","TON"
"Industrial Processes - Storage and Transfer","WV","Volatile Organic Compounds","CAP","243.7237004141","TON"
"Fuel Comb - Electric Generation - Natural Gas","MD","Carbon Monoxide","CAP","243.694956","TON"
"Mobile - Aircraft","OK","PM2.5 Primary (Filt + Cond)","CAP","243.5656861139","TON"
"Fuel Comb - Residential - Other","NY","Carbon Monoxide","CAP","243.509674","TON"
"Industrial Processes - Petroleum Refineries","HI","Carbon Monoxide","CAP","243.5015055","TON"
"Industrial Processes - Petroleum Refineries","WI","Nitrogen Oxides","CAP","243.3807585","TON"
"Fuel Comb - Residential - Other","CA","Carbon Monoxide","CAP","243.305484","TON"
"Industrial Processes - Petroleum Refineries","ND","Sulfur Dioxide","CAP","243.3","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","PA","PM10 Primary (Filt + Cond)","CAP","243.06731774","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","UT","Nitrogen Oxides","CAP","243.029906865","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","RI","Ammonia","CAP","242.972562536","TON"
"Industrial Processes - Oil & Gas Production","AL","PM2.5 Primary (Filt + Cond)","CAP","242.955486264","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","WV","PM2.5 Primary (Filt + Cond)","CAP","242.83846166","TON"
"Waste Disposal","UT","PM2.5 Primary (Filt + Cond)","CAP","242.81400815","TON"
"Industrial Processes - Non-ferrous Metals","LA","PM10 Primary (Filt + Cond)","CAP","242.73975","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","OR","PM2.5 Primary (Filt + Cond)","CAP","242.68445579","TON"
"Fuel Comb - Electric Generation - Oil","IL","Nitrogen Oxides","CAP","242.636853","TON"
"Mobile - Commercial Marine Vessels","OR","Sulfur Dioxide","CAP","242.626476503434","TON"
"Fuel Comb - Electric Generation - Coal","CO","Ammonia","CAP","242.525208","TON"
"Fuel Comb - Electric Generation - Natural Gas","UT","Ammonia","CAP","242.4882","TON"
"Industrial Processes - Pulp & Paper","PA","Sulfur Dioxide","CAP","242.4078","TON"
"Industrial Processes - Ferrous Metals","OR","PM10 Primary (Filt + Cond)","CAP","242.28096","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","IA","Sulfur Dioxide","CAP","242.2775096795","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","NY","PM10 Primary (Filt + Cond)","CAP","242.19435556115","TON"
"Industrial Processes - Chemical Manuf","MN","PM10 Primary (Filt + Cond)","CAP","242.117226918662","TON"
"Industrial Processes - Chemical Manuf","PA","Nitrogen Oxides","CAP","241.9303","TON"
"Industrial Processes - Ferrous Metals","GA","Carbon Monoxide","CAP","241.6974","TON"
"Fuel Comb - Residential - Oil","MI","Nitrogen Oxides","CAP","241.59","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","TN","PM10 Primary (Filt + Cond)","CAP","241.3984391405","TON"
"Industrial Processes - Non-ferrous Metals","NV","PM10 Primary (Filt + Cond)","CAP","241.272779464","TON"
"Dust - Unpaved Road Dust","NJ","PM2.5 Primary (Filt + Cond)","CAP","241.209541135","TON"
"Miscellaneous Non-Industrial NEC","MT","Volatile Organic Compounds","CAP","240.87521757816","TON"
"Fires - Agricultural Field Burning","MT","Nitrogen Oxides","CAP","240.784955","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","AR","Ammonia","CAP","240.7090287","TON"
"Mobile - Locomotives","SC","Volatile Organic Compounds","CAP","240.5659156","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","PA","PM10 Primary (Filt + Cond)","CAP","240.44254338","TON"
"Fuel Comb - Comm/Institutional - Biomass","NM","PM10 Primary (Filt + Cond)","CAP","240.4241065","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","OH","PM10 Primary (Filt + Cond)","CAP","240.29642775","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","AZ","PM10 Primary (Filt + Cond)","CAP","240.253393831","TON"
"Fires - Agricultural Field Burning","OH","Carbon Monoxide","CAP","240.23623","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","PA","PM2.5 Primary (Filt + Cond)","CAP","240.101563051","TON"
"Fuel Comb - Comm/Institutional - Biomass","AL","PM10 Primary (Filt + Cond)","CAP","240.087819","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","IL","PM10 Primary (Filt + Cond)","CAP","240.04015658","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","ME","Volatile Organic Compounds","CAP","240.0096574884","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MS","Nitrogen Oxides","CAP","239.68","TON"
"Fuel Comb - Comm/Institutional - Biomass","AR","PM2.5 Primary (Filt + Cond)","CAP","239.5994","TON"
"Commercial Cooking","DE","PM10 Primary (Filt + Cond)","CAP","239.296626","TON"
"Commercial Cooking","DE","PM2.5 Primary (Filt + Cond)","CAP","239.246173","TON"
"Fuel Comb - Comm/Institutional - Biomass","ME","Nitrogen Oxides","CAP","239.087545","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","FL","PM10 Primary (Filt + Cond)","CAP","239.065550427185","TON"
"Fuel Comb - Residential - Wood","NJ","Ammonia","CAP","238.99282178","TON"
"Industrial Processes - Cement Manuf","WY","Sulfur Dioxide","CAP","238.93","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MD","Carbon Monoxide","CAP","238.8914352","TON"
"Fuel Comb - Comm/Institutional - Oil","MO","Nitrogen Oxides","CAP","238.6526586","TON"
"Waste Disposal","DE","Volatile Organic Compounds","CAP","238.2559439","TON"
"Mobile - Aircraft","PA","PM10 Primary (Filt + Cond)","CAP","238.1903358312","TON"
"Fuel Comb - Electric Generation - Coal","NY","PM10 Primary (Filt + Cond)","CAP","237.900085","TON"
"Fuel Comb - Electric Generation - Coal","NJ","PM10 Primary (Filt + Cond)","CAP","237.6046","TON"
"Industrial Processes - Non-ferrous Metals","NV","Carbon Monoxide","CAP","237.447112665","TON"
"Fuel Comb - Electric Generation - Other","FL","Volatile Organic Compounds","CAP","237.394802","TON"
"Fuel Comb - Comm/Institutional - Biomass","KY","PM10 Primary (Filt + Cond)","CAP","237.355146036","TON"
"Fuel Comb - Residential - Oil","ME","PM10 Primary (Filt + Cond)","CAP","237.308644","TON"
"Fuel Comb - Residential - Oil","PA","Volatile Organic Compounds","CAP","237.305194054","TON"
"Fuel Comb - Electric Generation - Other","AR","Nitrogen Oxides","CAP","237.0953356","TON"
"Fuel Comb - Electric Generation - Oil","ME","Nitrogen Oxides","CAP","236.6858448","TON"
"Commercial Cooking","NV","PM10 Primary (Filt + Cond)","CAP","236.42616261","TON"
"Industrial Processes - Storage and Transfer","NV","Volatile Organic Compounds","CAP","236.181178824137","TON"
"Fuel Comb - Residential - Other","CO","Carbon Monoxide","CAP","236.048377","TON"
"Fuel Comb - Comm/Institutional - Biomass","TX","PM2.5 Primary (Filt + Cond)","CAP","235.91252","TON"
"Industrial Processes - Mining","NJ","PM2.5 Primary (Filt + Cond)","CAP","235.86005","TON"
"Industrial Processes - Pulp & Paper","ME","Ammonia","CAP","235.84735","TON"
"Solvent - Industrial Surface Coating & Solvent Use","OH","Nitrogen Oxides","CAP","235.60127","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","NC","PM2.5 Primary (Filt + Cond)","CAP","235.45811377","TON"
"Fuel Comb - Comm/Institutional - Other","IL","Nitrogen Oxides","CAP","235.45693997","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","HI","Volatile Organic Compounds","CAP","235.433634423823","TON"
"Mobile - Aircraft","CO","PM10 Primary (Filt + Cond)","CAP","235.4115556674","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","OH","Ammonia","CAP","235.40445231","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","WV","Carbon Monoxide","CAP","235.37","TON"
"Mobile - Non-Road Equipment - Diesel","WY","PM10 Primary (Filt + Cond)","CAP","235.2165764870500000045497658155","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VT","Nitrogen Oxides","CAP","235.18025284","TON"
"Mobile - Locomotives","OR","PM2.5 Primary (Filt + Cond)","CAP","235.1534075","TON"
"Fires - Wildfires","OH","Nitrogen Oxides","CAP","235.036973","TON"
"Fuel Comb - Electric Generation - Coal","NJ","PM2.5 Primary (Filt + Cond)","CAP","235.0146","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","CA","PM10 Primary (Filt + Cond)","CAP","234.99550964389","TON"
"Miscellaneous Non-Industrial NEC","SC","PM10 Primary (Filt + Cond)","CAP","234.99122381","TON"
"Industrial Processes - Cement Manuf","MD","PM10 Primary (Filt + Cond)","CAP","234.752245","TON"
"Mobile - Locomotives","WV","PM10 Primary (Filt + Cond)","CAP","234.6947257","TON"
"Mobile - Non-Road Equipment - Gasoline","MT","PM2.5 Primary (Filt + Cond)","CAP","234.53164352739334030165402970584","TON"
"Fuel Comb - Electric Generation - Biomass","MN","Ammonia","CAP","234.449","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","WY","Sulfur Dioxide","CAP","234.3603691945","TON"
"Mobile - Commercial Marine Vessels","VA","Volatile Organic Compounds","CAP","234.328506833039","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","HI","Volatile Organic Compounds","CAP","233.611496579705","TON"
"Fuel Comb - Electric Generation - Oil","PR","Volatile Organic Compounds","CAP","233.521885","TON"
"Fuel Comb - Electric Generation - Coal","SC","Volatile Organic Compounds","CAP","233.295037","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","OK","Nitrogen Oxides","CAP","233.2291406381","TON"
"Industrial Processes - NEC","AK","Carbon Monoxide","CAP","233.13","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VT","Volatile Organic Compounds","CAP","233.1076692","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","AZ","PM10 Primary (Filt + Cond)","CAP","232.72535707","TON"
"Fuel Comb - Electric Generation - Biomass","CA","PM10 Primary (Filt + Cond)","CAP","232.56344","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","CO","Sulfur Dioxide","CAP","232.546257","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","IL","PM10 Primary (Filt + Cond)","CAP","232.26396785531","TON"
"Fires - Prescribed Fires","VT","Volatile Organic Compounds","CAP","231.805275","TON"
"Mobile - Aircraft","SD","Nitrogen Oxides","CAP","231.767982922","TON"
"Agriculture - Livestock Waste","CO","PM10 Primary (Filt + Cond)","CAP","231.4589","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VA","PM10 Primary (Filt + Cond)","CAP","231.439503766","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","VT","Nitrogen Oxides","CAP","231.390715","TON"
"Fires - Wildfires","WI","PM10 Primary (Filt + Cond)","CAP","231.332822","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","VI","Nitrogen Oxides","CAP","231.292030647","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","TX","Volatile Organic Compounds","CAP","231.2681","TON"
"Fuel Comb - Electric Generation - Natural Gas","IA","PM2.5 Primary (Filt + Cond)","CAP","231.19199422","TON"
"Industrial Processes - Non-ferrous Metals","AZ","Nitrogen Oxides","CAP","231.19","TON"
"Industrial Processes - Cement Manuf","TN","PM2.5 Primary (Filt + Cond)","CAP","230.9613486","TON"
"Mobile - Non-Road Equipment - Gasoline","VT","PM10 Primary (Filt + Cond)","CAP","230.798922677494000004028751323","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MN","Volatile Organic Compounds","CAP","230.75910198","TON"
"Industrial Processes - Pulp & Paper","CO","Volatile Organic Compounds","CAP","230.732628","TON"
"Dust - Paved Road Dust","RI","PM2.5 Primary (Filt + Cond)","CAP","230.70041","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","NE","Volatile Organic Compounds","CAP","230.66607438531","TON"
"Fuel Comb - Comm/Institutional - Coal","VA","PM10 Primary (Filt + Cond)","CAP","230.52402225","TON"
"Industrial Processes - NEC","OR","Sulfur Dioxide","CAP","230.45","TON"
"Mobile - On-Road non-Diesel Light Duty Vehicles","KS","Sulfur Dioxide","CAP","230.2607574227","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","PA","PM2.5 Primary (Filt + Cond)","CAP","230.04460728","TON"
"Mobile - Commercial Marine Vessels","DE","PM2.5 Primary (Filt + Cond)","CAP","230.00239123849","TON"
"Fuel Comb - Residential - Wood","TN","Ammonia","CAP","229.885028893","TON"
"Mobile - Locomotives","NC","PM10 Primary (Filt + Cond)","CAP","229.5540898","TON"
"Industrial Processes - Ferrous Metals","OR","PM2.5 Primary (Filt + Cond)","CAP","229.48571458","TON"
"Mobile - Commercial Marine Vessels","HI","Sulfur Dioxide","CAP","229.460221523755","TON"
"Commercial Cooking","NE","Carbon Monoxide","CAP","229.44263053","TON"
"Fuel Comb - Electric Generation - Other","VA","Nitrogen Oxides","CAP","229.26799385","TON"
"Industrial Processes - Storage and Transfer","UT","PM2.5 Primary (Filt + Cond)","CAP","229.0437","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","CO","Carbon Monoxide","CAP","228.701548","TON"
"Dust - Construction Dust","VI","PM10 Primary (Filt + Cond)","CAP","228.585076","TON"
"Industrial Processes - Mining","MA","PM2.5 Primary (Filt + Cond)","CAP","228.57994","TON"
"Commercial Cooking","WI","Volatile Organic Compounds","CAP","228.505214843","TON"
"Mobile - Locomotives","MS","PM10 Primary (Filt + Cond)","CAP","228.33777003","TON"
